Section,Section_label,Année,Postes
39,"Espaces, territoires et sociétés",2006,5
39,"Espaces, territoires et sociétés",2007,6
39,"Espaces, territoires et sociétés",2008,6
39,"Espaces, territoires et sociétés",2009,3
39,"Espaces, territoires et sociétés",2010,5
39,"Espaces, territoires et sociétés",2011,7
39,"Espaces, territoires et sociétés",2012,8
39,"Espaces, territoires et sociétés",2013,4
39,"Espaces, territoires et sociétés",2014,5
39,"Espaces, territoires et sociétés",2015,6
39,"Espaces, territoires et sociétés",2016,5
39,"Espaces, territoires et sociétés",2017,4
39,"Espaces, territoires et sociétés",2018,4
39,"Espaces, territoires et sociétés",2019,3
39,"Espaces, territoires et sociétés",2020,3
40,"Politique, Pouvoir, Organisation",2006,5
40,"Politique, Pouvoir, Organisation",2007,4
40,"Politique, Pouvoir, Organisation",2008,5
40,"Politique, Pouvoir, Organisation",2009,3
40,"Politique, Pouvoir, Organisation",2010,4
40,"Politique, Pouvoir, Organisation",2011,9
40,"Politique, Pouvoir, Organisation",2012,6
40,"Politique, Pouvoir, Organisation",2013,8
40,"Politique, Pouvoir, Organisation",2014,6
40,"Politique, Pouvoir, Organisation",2015,9
40,"Politique, Pouvoir, Organisation",2016,6
40,"Politique, Pouvoir, Organisation",2017,5
40,"Politique, Pouvoir, Organisation",2018,5
40,"Politique, Pouvoir, Organisation",2019,4
40,"Politique, Pouvoir, Organisation",2020,4
41,"Mathématiques et interactions des mathématiques",2006,14
41,"Mathématiques et interactions des mathématiques",2007,15
41,"Mathématiques et interactions des mathématiques",2008,14
41,"Mathématiques et interactions des mathématiques",2009,12
41,"Mathématiques et interactions des mathématiques",2010,17
41,"Mathématiques et interactions des mathématiques",2011,19
41,"Mathématiques et interactions des mathématiques",2012,16
41,"Mathématiques et interactions des mathématiques",2013,12
41,"Mathématiques et interactions des mathématiques",2014,11
41,"Mathématiques et interactions des mathématiques",2015,12
41,"Mathématiques et interactions des mathématiques",2016,18
41,"Mathématiques et interactions des mathématiques",2017,15
41,"Mathématiques et interactions des mathématiques",2018,17
41,"Mathématiques et interactions des mathématiques",2019,15
41,"Mathématiques et interactions des mathématiques",2020,15
Interdisciplinaires,"Commissions interdisciplinaires",2006,22
Interdisciplinaires,"Commissions interdisciplinaires",2007,22
Interdisciplinaires,"Commissions interdisciplinaires",2008,21
Interdisciplinaires,"Commissions interdisciplinaires",2009,20
Interdisciplinaires,"Commissions interdisciplinaires",2010,29
Interdisciplinaires,"Commissions interdisciplinaires",2011,10
Interdisciplinaires,"Commissions interdisciplinaires",2012,17
Interdisciplinaires,"Commissions interdisciplinaires",2013,19
Interdisciplinaires,"Commissions interdisciplinaires",2014,17
Interdisciplinaires,"Commissions interdisciplinaires",2015,19
Interdisciplinaires,"Commissions interdisciplinaires",2016,20
Interdisciplinaires,"Commissions interdisciplinaires",2017,20
Interdisciplinaires,"Commissions interdisciplinaires",2018,21
Interdisciplinaires,"Commissions interdisciplinaires",2019,18
Interdisciplinaires,"Commissions interdisciplinaires",2020,16
